Timestamp,Model,Input Chars,Output Chars,Images Generated,Estimated Cost ($)2025-08-09 14:28:35,gemini-2.0-flash,7183,4345,0,0.070763
2025-08-09 14:28:38,gemini-2.0-flash,5467,1627,0,0.036218
2025-08-09 14:29:06,gemini-2.5-flash,13305,15100,0,0.205118
2025-08-09 14:29:08,gemini-2.0-flash,16696,770,0,0.066521
2025-08-09 14:29:16,gemini-2.0-flash-preview-image-generation,414,0,1,0.019449
2025-08-10 05:52:21,gemini-2.0-flash,5219,5464,0,0.075639
2025-08-10 05:52:24,gemini-2.0-flash,6597,1222,0,0.035921
2025-08-10 05:53:15,gemini-2.5-flash,12493,46296,0,0.529834
2025-08-10 05:53:18,gemini-2.0-flash,47903,907,0,0.177184
2025-08-10 05:53:24,gemini-2.0-flash-preview-image-generation,436,0,1,0.019526
2025-08-10 12:30:19,gemini-2.0-flash,5757,4945,0,0.072072
2025-08-10 12:32:18,gemini-2.0-flash,9644,4704,0,0.083146
2025-08-10 12:32:22,gemini-2.0-flash,5835,1858,0,0.039932
2025-08-10 12:32:50,gemini-2.5-flash,16117,15557,0,0.219758
2025-08-10 12:32:53,gemini-2.0-flash,17162,908,0,0.069601
2025-08-10 12:32:59,gemini-2.0-flash-preview-image-generation,397,0,1,0.019389
2025-08-10 15:16:44,gemini-2.0-flash,5257,4283,0,0.063371
2025-08-10 15:16:48,gemini-2.0-flash,5401,1721,0,0.036974
2025-08-10 19:19:22,gemini-2.0-flash,5257,7014,0,0.092047
2025-08-10 19:19:26,gemini-2.0-flash,8132,2245,0,0.052034
2025-08-10 19:19:52,gemini-2.5-flash,14034,15225,0,0.208982
2025-08-10 19:19:54,gemini-2.0-flash,16817,663,0,0.065821
2025-08-10 19:19:59,gemini-2.0-flash-preview-image-generation,404,0,1,0.019414
2025-08-10 19:48:56,gemini-2.0-flash,6946,6332,0,0.090797
2025-08-10 19:51:44,gemini-2.0-flash,87928,7529,0,0.386803
2025-08-10 19:51:47,gemini-2.0-flash,8664,968,0,0.040488
2025-08-10 20:04:50,gemini-2.0-flash,87928,5719,0,0.367797
2025-08-10 20:04:53,gemini-2.0-flash,6854,1234,0,0.036946
2025-08-10 20:05:31,gemini-2.5-flash,95415,19083,0,0.534324
2025-08-10 20:05:34,gemini-2.0-flash,20692,741,0,0.080202
2025-08-10 20:05:40,gemini-2.0-flash-preview-image-generation,390,0,1,0.019365
2025-08-11 08:34:13,gemini-2.0-flash,77711,8120,0,0.357249
2025-08-11 08:34:17,gemini-2.0-flash,9269,1593,0,0.049168
2025-08-11 08:34:54,gemini-2.5-flash,87626,18285,0,0.498684
2025-08-11 08:34:58,gemini-2.0-flash,19908,2148,0,0.092232
2025-08-11 08:35:03,gemini-2.0-flash-preview-image-generation,403,0,1,0.019410
2025-08-11 09:02:30,gemini-2.5-flash,87624,19746,0,0.514017
2025-08-12 08:24:29,gemini-2.0-flash,7425,3704,0,0.064880
2025-08-12 08:24:34,gemini-2.0-flash,4838,1963,0,0.037545
2025-08-12 08:25:29,gemini-2.5-flash,12892,43087,0,0.497536
2025-08-12 08:25:32,gemini-2.0-flash,44695,731,0,0.164108
2025-08-12 08:25:38,gemini-2.0-flash-preview-image-generation,388,0,1,0.019358
2025-08-12 20:10:58,gemini-2.0-flash,4380,5002,0,0.067851
2025-08-12 20:11:03,gemini-2.0-flash,6141,2128,0,0.043838
2025-08-12 20:11:31,gemini-2.5-flash,11175,14331,0,0.189588
2025-08-12 20:11:37,gemini-2.0-flash,15944,765,0,0.063837
2025-08-12 20:11:43,gemini-2.0-flash-preview-image-generation,413,0,1,0.019445
2025-08-12 20:23:57,gemini-2.0-flash,23109,5859,0,0.142401
2025-08-12 20:24:05,gemini-2.0-flash,6990,2214,0,0.047712
2025-08-12 20:24:42,gemini-2.5-flash,30754,18822,0,0.305270
2025-08-12 20:24:44,gemini-2.0-flash,20427,748,0,0.079349
2025-08-12 20:24:50,gemini-2.0-flash-preview-image-generation,414,0,1,0.019449
2025-08-13 07:24:25,gemini-2.0-flash,21411,5797,0,0.135807
2025-08-13 07:24:32,gemini-2.0-flash,6898,3063,0,0.056305
2025-08-13 07:25:00,gemini-2.0-flash,21411,6242,0,0.140480
2025-08-13 07:25:04,gemini-2.0-flash,7343,1204,0,0.038343
2025-08-13 07:25:53,gemini-2.5-flash,29431,15666,0,0.267502
2025-08-13 07:25:56,gemini-2.0-flash,17241,812,0,0.068870
2025-08-13 07:26:01,gemini-2.0-flash-preview-image-generation,436,0,1,0.019526
2025-08-13 07:35:35,gemini-2.0-flash,61356,7058,0,0.288855
2025-08-13 07:35:39,gemini-2.0-flash,8195,1606,0,0.045546
2025-08-13 07:36:20,gemini-2.5-flash,70192,27254,0,0.531839
2025-08-13 07:36:23,gemini-2.0-flash,28865,829,0,0.109732
2025-08-13 07:36:30,gemini-2.0-flash-preview-image-generation,400,0,1,0.019400
2025-08-13 08:28:08,gemini-2.0-flash,5910,4880,0,0.071925
2025-08-13 08:28:13,gemini-2.0-flash,6043,1992,0,0.042067
2025-08-13 08:28:46,gemini-2.5-flash,12593,19199,0,0.245665
2025-08-13 08:28:50,gemini-2.0-flash,20836,2039,0,0.094335
2025-08-13 08:28:56,gemini-2.0-flash-preview-image-generation,399,0,1,0.019396
2025-08-13 10:02:40,gemini-2.0-flash,11902,5629,0,0.100762
